Gender,Age,Height,Weight,Calories,BMI,,,,,,
male,56.9,203,106,139,25.67,,,,,,
male,76.2,178,82,26,25.98,,,,,,
female,80.3,172,65,127,22.20,,,,,,
female,66.1,144,52,83,25.36,,,,,,
female,20.0,163,64,27,24.34,,,,,,
male,56.6,183,79,181,23.57,,,,,,
male,27.7,192,94,79,25.25,,,,,,
male,30.8,185,89,41,25.82,,,,,,
male,51.0,195,102,39,26.70,,,,,,
female,19.9,174,70,17,23.09,,,,,,
female,20.7,167,66,132,23.58,,,,,,
male,52.6,177,73,207,23.26,,,,,,
female,36.9,153,57,7,24.23,,,,,,
male,22.3,182,77,9,23.20,,,,,,
female,26.2,179,70,199,22.06,,,,,,
male,70.3,188,96,66,27.10,,,,,,
male,66.2,185,87,141,25.37,,,,,,
female,51.3,168,68,63,24.06,,,,,,
male,26.0,174,73,92,23.88,,,,,,
male,33.5,184,89,22,26.26,,,,,,
male,40.4,195,93,159,24.52,,,,,,
male,74.8,195,99,39,26.23,,,,,,
female,28.1,165,61,86,22.36,,,,,,
female,21.6,154,52,142,22.17,,,,,,
female,42.9,165,64,42,23.60,,,,,,
female,56.3,180,75,4,23.08,,,,,,
female,60.8,151,57,102,25.01,,,,,,
female,31.3,168,65,145,23.18,,,,,,
female,55.2,176,69,187,22.27,,,,,,
female,43.6,166,65,84,23.59,,,,,,
male,36.9,191,88,13,24.12,,,,,,
male,28.1,188,83,129,23.64,,,,,,
female,36.8,165,62,129,22.66,,,,,,
female,34.9,169,65,7,22.79,,,,,,
male,34.0,176,82,20,26.58,,,,,,
male,40.9,172,71,56,23.99,,,,,,
male,28.9,174,72,119,23.74,,,,,,
male,30.3,184,88,42,26.02,,,,,,
female,60.3,150,56,151,25.04,,,,,,
male,34.5,174,79,214,26.15,,,,,,
male,40.6,178,80,20,25.32,,,,,,
male,34.6,169,77,7,27.07,,,,,,
female,38.9,170,64,153,22.08,,,,,,
female,39.5,164,63,159,23.60,,,,,,
female,39.6,173,72,95,24.05,,,,,,
male,54.2,179,83,118,25.83,,,,,,
female,27.1,158,58,59,23.10,,,,,,
male,53.9,170,76,19,26.25,,,,,,
male,64.8,181,81,6,24.70,,,,,,
female,22.7,152,49,169,21.26,,,,,,
female,27.2,171,69,13,23.44,,,,,,
male,44.8,204,108,71,26.09,,,,,,
male,39.9,192,99,19,26.75,,,,,,
female,38.2,161,68,82,26.06,,,,,,
female,43.2,164,60,12,22.09,,,,,,
female,65.0,162,64,96,24.41,,,,,,
female,21.9,165,60,54,22.06,,,,,,
male,23.7,193,92,41,24.72,,,,,,
female,25.8,175,68,163,22.33,,,,,,
male,38.8,176,75,13,24.23,,,,,,
male,47.6,194,99,160,26.32,,,,,,
female,36.1,172,66,119,22.41,,,,,,
male,40.3,188,95,63,26.81,,,,,,
female,32.0,155,53,167,22.01,,,,,,
female,62.7,163,62,77,23.30,,,,,,
male,36.4,176,80,6,25.88,,,,,,
male,30.0,182,83,87,24.87,,,,,,
female,75.7,153,53,235,22.51,,,,,,
male,33.2,181,86,76,26.36,,,,,,
male,26.1,186,80,81,23.01,,,,,,
male,34.0,193,96,103,25.76,,,,,,
male,31.7,181,79,41,24.18,,,,,,
male,63.3,185,85,190,24.65,,,,,,
female,32.0,187,82,27,23.54,,,,,,
female,64.2,177,73,206,23.44,,,,,,
female,76.7,150,56,110,24.83,,,,,,
male,51.9,186,83,21,24.23,,,,,,
female,46.9,183,78,3,23.28,,,,,,
male,27.8,190,83,76,22.95,,,,,,
male,49.3,179,79,73,24.52,,,,,,
female,81.2,163,63,35,23.65,,,,,,
female,29.8,167,60,151,21.60,,,,,,
male,27.7,200,102,56,25.47,,,,,,
female,74.8,156,56,120,23.05,,,,,,
female,24.9,170,63,16,22.02,,,,,,
female,36.2,151,54,104,23.55,,,,,,
male,26.0,178,84,58,26.49,,,,,,
male,71.3,198,102,203,26.23,,,,,,
female,31.0,145,46,117,21.94,,,,,,
male,26.9,200,96,48,24.06,,,,,,
male,25.7,186,89,67,25.87,,,,,,
male,23.0,190,89,14,24.79,,,,,,
female,66.4,165,68,6,25.07,,,,,,
female,67.2,169,69,140,24.18,,,,,,
male,31.3,181,84,18,25.72,,,,,,
female,31.4,173,70,15,23.44,,,,,,
female,44.0,183,75,113,22.36,,,,,,
male,72.7,196,99,7,25.77,,,,,,
female,75.0,171,70,221,24.15,,,,,,
male,25.0,163,70,87,26.25,,,,,,
female,70.1,170,65,14,22.53,,,,,,
female,42.9,159,58,7,22.91,,,,,,
female,33.6,157,49,13,19.63,,,,,,
male,21.0,178,82,83,25.83,,,,,,
male,39.4,178,74,7,23.28,,,,,,
female,46.8,172,59,71,20.07,,,,,,
male,19.7,192,85,2,23.04,,,,,,
female,25.8,166,61,91,22.23,,,,,,
male,26.5,184,87,167,25.62,,,,,,
female,66.9,173,73,137,24.19,,,,,,
male,70.4,186,85,37,24.50,,,,,,
male,47.8,184,89,21,26.30,,,,,,
male,35.7,195,90,201,23.58,,,,,,
male,37.9,182,79,54,23.83,,,,,,
male,27.7,184,88,19,25.88,,,,,,
female,40.3,181,74,26,22.76,,,,,,
male,55.5,184,81,117,23.91,,,,,,
male,33.9,175,80,161,26.01,,,,,,
female,23.5,156,57,26,23.32,,,,,,
female,29.7,168,64,160,22.73,,,,,,
male,26.8,192,89,10,24.00,,,,,,
female,37.7,158,57,5,22.94,,,,,,
male,31.6,176,79,126,25.44,,,,,,
female,25.5,173,72,87,23.95,,,,,,
male,27.0,189,89,75,24.89,,,,,,
female,41.8,170,63,13,21.71,,,,,,
female,24.2,171,68,160,23.26,,,,,,
female,34.8,174,70,61,23.16,,,,,,
male,55.1,184,80,150,23.51,,,,,,
male,33.9,206,100,67,23.62,,,,,,
male,21.1,187,89,106,25.26,,,,,,
male,29.7,200,97,61,24.17,,,,,,
male,44.3,197,96,31,24.79,,,,,,
male,31.4,173,69,119,22.87,,,,,,
male,49.7,187,88,66,25.14,,,,,,
female,30.5,160,59,192,22.88,,,,,,
female,37.9,166,66,86,24.21,,,,,,
male,22.9,187,83,134,23.68,,,,,,
female,70.7,160,58,191,22.68,,,,,,
female,31.9,165,61,167,22.52,,,,,,
male,29.8,183,80,51,23.69,,,,,,
male,20.2,190,91,123,25.28,,,,,,
female,22.8,146,49,52,22.98,,,,,,
male,38.9,174,76,20,25.19,,,,,,
male,39.5,177,82,154,26.08,,,,,,
male,34.5,180,92,28,28.29,,,,,,
male,53.5,187,89,35,25.48,,,,,,
female,45.3,162,66,188,25.05,,,,,,
male,63.6,163,68,140,25.51,,,,,,
female,39.6,159,59,23,23.06,,,,,,
female,38.6,142,48,173,23.77,,,,,,
female,45.7,175,75,76,24.60,,,,,,
female,22.5,153,49,50,21.09,,,,,,
male,64.6,181,81,165,25.00,,,,,,
male,50.7,187,88,10,25.12,,,,,,
male,72.9,188,85,225,24.10,,,,,,
female,41.6,156,59,94,24.15,,,,,,
female,24.5,154,51,15,21.57,,,,,,
female,46.6,153,51,227,21.85,,,,,,
male,36.7,208,110,61,25.23,,,,,,
male,55.0,184,84,111,24.57,,,,,,
male,64.0,192,95,102,25.74,,,,,,
female,51.7,173,65,11,21.56,,,,,,
female,35.8,169,58,106,20.53,,,,,,
female,67.1,153,57,117,24.34,,,,,,
female,58.9,164,61,140,22.72,,,,,,
male,34.0,176,78,25,25.43,,,,,,
male,42.7,179,75,181,23.37,,,,,,
female,39.7,151,49,110,21.39,,,,,,
female,23.0,160,61,149,23.85,,,,,,
male,53.3,182,87,101,26.32,,,,,,
male,21.7,188,89,30,25.36,,,,,,
male,33.5,190,93,86,25.76,,,,,,
male,28.2,183,84,209,25.14,,,,,,
male,53.1,190,94,236,25.99,,,,,,
male,76.1,184,81,141,23.92,,,,,,
male,49.4,172,77,126,26.27,,,,,,
female,38.8,149,50,140,22.35,,,,,,
male,20.7,200,97,8,24.14,,,,,,
male,19.9,170,72,18,25.20,,,,,,
male,43.2,194,98,124,26.15,,,,,,
male,47.6,198,103,74,26.29,,,,,,
male,28.9,163,70,81,26.22,,,,,,
female,20.9,165,60,127,22.13,,,,,,
male,33.7,172,75,57,25.24,,,,,,
female,38.3,164,66,64,24.59,,,,,,
male,43.2,196,99,116,25.64,,,,,,
female,57.7,167,65,163,23.36,,,,,,
female,25.1,141,44,41,22.17,,,,,,
female,75.5,164,58,47,21.74,,,,,,
male,21.1,198,101,97,25.72,,,,,,
male,46.5,182,93,191,27.85,,,,,,
male,32.9,175,81,175,26.49,,,,,,
female,20.5,153,56,15,23.92,,,,,,
female,35.9,177,79,129,25.13,,,,,,
female,42.3,178,80,36,25.42,,,,,,
female,23.5,171,69,42,23.72,,,,,,
female,62.3,167,64,135,22.81,,,,,,
female,78.2,155,51,170,21.34,,,,,,
female,68.2,169,61,15,21.31,,,,,,
male,50.1,181,81,77,24.73,,,,,,
female,31.9,163,60,127,22.60,,,,,,
male,61.4,205,104,74,24.76,,,,,,
male,61.8,184,88,132,26.01,,,,,,
male,33.7,191,94,56,25.74,,,,,,
male,21.9,203,107,55,26.01,,,,,,
male,29.1,192,89,31,24.09,,,,,,
female,48.8,165,61,80,22.39,,,,,,
male,26.4,184,87,59,25.61,,,,,,
male,61.9,194,92,152,24.43,,,,,,
female,21.3,160,50,34,19.62,,,,,,
male,20.2,174,73,103,24.23,,,,,,
female,19.9,174,69,13,22.85,,,,,,
female,27.4,156,56,107,22.93,,,,,,
female,78.2,165,66,32,24.36,,,,,,
female,33.2,155,58,98,24.15,,,,,,
male,58.5,193,90,101,24.03,,,,,,
female,53.0,174,68,171,22.31,,,,,,
male,22.3,189,81,46,22.81,,,,,,
female,42.4,164,67,124,24.98,,,,,,
male,21.0,195,92,86,24.24,,,,,,
female,74.5,159,58,28,22.83,,,,,,
female,30.2,169,66,35,23.10,,,,,,
female,53.9,167,73,106,26.15,,,,,,
male,69.3,186,89,200,25.74,,,,,,
male,27.9,179,77,93,24.04,,,,,,
female,22.0,163,65,7,24.36,,,,,,
female,25.3,159,58,20,22.87,,,,,,
female,49.1,150,47,94,20.82,,,,,,
female,54.7,174,69,183,22.63,,,,,,
female,24.2,163,62,80,23.29,,,,,,
male,67.4,194,100,146,26.39,,,,,,
male,71.8,187,98,77,28.17,,,,,,
female,32.1,175,77,48,25.06,,,,,,
male,51.4,186,95,223,27.48,,,,,,
female,29.4,175,74,68,24.41,,,,,,
male,69.6,175,75,30,24.32,,,,,,
female,57.4,158,59,163,23.77,,,,,,
female,74.8,171,74,44,25.31,,,,,,
male,19.4,188,82,42,23.27,,,,,,
female,40.0,163,54,149,20.40,,,,,,
female,20.3,144,43,55,20.68,,,,,,
female,58.7,165,61,147,22.52,,,,,,
female,25.9,171,69,71,23.53,,,,,,
male,38.8,192,93,111,25.10,,,,,,
female,66.4,163,61,211,22.96,,,,,,
female,51.2,183,74,13,22.30,,,,,,
male,21.9,165,67,63,24.59,,,,,,
male,22.3,180,81,41,24.85,,,,,,
female,35.1,171,61,172,20.90,,,,,,
female,57.9,158,58,167,23.41,,,,,,
female,25.5,163,57,67,21.52,,,,,,
male,52.7,164,67,91,25.00,,,,,,
male,33.7,184,87,156,25.75,,,,,,
female,40.4,174,71,92,23.42,,,,,,
female,56.3,164,66,84,24.56,,,,,,
male,35.0,183,90,106,27.12,,,,,,
male,67.2,184,84,235,24.74,,,,,,
male,51.0,161,65,31,25.04,,,,,,
male,68.2,193,100,41,26.82,,,,,,
female,28.9,156,57,88,23.48,,,,,,
male,47.7,203,107,106,25.85,,,,,,
female,32.7,165,62,21,22.71,,,,,,
female,61.8,182,76,19,23.06,,,,,,
male,69.4,193,96,17,25.97,,,,,,
female,60.1,174,69,51,22.68,,,,,,
female,68.2,173,73,82,24.24,,,,,,
male,51.1,171,81,20,27.85,,,,,,
female,73.0,169,70,22,24.47,,,,,,
male,20.7,196,100,137,26.11,,,,,,
female,38.7,164,59,165,22.16,,,,,,
female,20.3,162,60,3,22.64,,,,,,
male,37.7,189,88,110,24.86,,,,,,
female,20.4,169,65,35,22.63,,,,,,
female,37.1,159,57,211,22.33,,,,,,
female,47.4,158,60,87,23.89,,,,,,
male,26.1,186,91,153,26.23,,,,,,
female,69.7,153,55,19,23.40,,,,,,
female,40.2,150,57,37,25.36,,,,,,
male,25.6,182,82,9,24.86,,,,,,
female,25.9,163,63,11,23.67,,,,,,
female,70.4,169,69,61,24.08,,,,,,
male,29.9,205,106,153,25.38,,,,,,
female,51.7,168,66,103,23.27,,,,,,
male,51.1,183,91,133,27.27,,,,,,
female,22.3,139,43,12,22.46,,,,,,
male,46.1,173,74,77,24.80,,,,,,
female,37.5,177,72,39,22.90,,,,,,
male,27.3,181,83,18,25.45,,,,,,
male,32.2,174,76,60,25.15,,,,,,
male,26.1,196,96,44,24.98,,,,,,
male,23.2,195,94,144,24.61,,,,,,
male,32.9,185,91,116,26.57,,,,,,
female,22.3,154,53,76,22.30,,,,,,
female,47.5,169,66,53,23.18,,,,,,
female,36.5,166,64,176,23.32,,,,,,
female,26.9,170,65,114,22.60,,,,,,
male,27.5,161,67,8,25.99,,,,,,
female,29.1,171,67,13,22.82,,,,,,
female,68.4,172,64,70,21.85,,,,,,
female,20.4,164,64,76,23.98,,,,,,
female,66.1,179,82,140,25.70,,,,,,
female,51.2,156,59,150,24.48,,,,,,
female,21.5,173,73,56,24.18,,,,,,
female,76.5,149,57,205,25.56,,,,,,
female,48.9,165,64,173,23.62,,,,,,
female,44.9,162,64,26,24.20,,,,,,
male,37.2,176,77,126,24.77,,,,,,
male,47.3,173,76,180,25.40,,,,,,
male,21.9,184,85,141,25.11,,,,,,
female,23.3,187,82,43,23.42,,,,,,
female,42.8,163,60,202,22.42,,,,,,
male,73.9,171,81,245,27.58,,,,,,
female,48.8,155,58,64,24.03,,,,,,
male,33.4,190,88,42,24.47,,,,,,
female,56.2,146,48,9,22.66,,,,,,
male,45.4,197,96,64,24.73,,,,,,
male,36.9,196,100,101,26.00,,,,,,
female,36.8,182,77,26,23.22,,,,,,
male,75.9,179,87,145,27.24,,,,,,
female,70.2,157,58,161,23.29,,,,,,
female,43.6,158,57,27,22.68,,,,,,
female,60.5,162,62,110,23.71,,,,,,
male,78.4,199,107,14,27.18,,,,,,
male,57.5,192,103,108,27.80,,,,,,
male,22.8,182,80,105,24.24,,,,,,
female,30.8,162,61,98,23.41,,,,,,
female,28.4,166,67,8,24.11,,,,,,
female,32.5,184,76,71,22.53,,,,,,
female,47.8,165,60,136,22.02,,,,,,
male,25.3,187,86,10,24.51,,,,,,
male,24.9,173,74,51,24.70,,,,,,
female,51.5,165,65,113,23.89,,,,,,
male,33.9,186,87,101,25.38,,,,,,
male,54.5,171,73,77,24.83,,,,,,
male,75.5,177,78,7,24.90,,,,,,
male,57.4,203,114,48,27.72,,,,,,
male,51.7,184,92,38,27.32,,,,,,
male,47.7,184,83,59,24.26,,,,,,
female,40.8,152,55,64,23.78,,,,,,
female,52.8,169,64,47,22.39,,,,,,
male,41.4,178,77,75,24.13,,,,,,
female,43.4,166,66,74,24.18,,,,,,
female,21.1,146,47,24,22.04,,,,,,
female,37.2,180,71,102,22.01,,,,,,
female,35.1,165,66,68,24.41,,,,,,
male,51.5,184,88,4,26.19,,,,,,
female,53.1,174,66,24,21.65,,,,,,
male,22.4,170,66,136,22.92,,,,,,
female,31.8,151,53,44,23.22,,,,,,
male,78.4,181,85,5,26.13,,,,,,
male,38.6,178,87,52,27.70,,,,,,
female,62.7,186,88,88,25.58,,,,,,
male,55.3,205,107,191,25.40,,,,,,
male,28.1,175,74,136,24.15,,,,,,
female,31.2,156,63,105,25.92,,,,,,
male,37.5,189,95,13,26.62,,,,,,
female,53.3,155,60,134,25.23,,,,,,
male,31.5,186,82,74,23.72,,,,,,
female,23.6,176,68,172,21.96,,,,,,
male,33.6,177,76,121,24.14,,,,,,
male,74.6,189,91,124,25.39,,,,,,
male,19.7,179,75,13,23.52,,,,,,
male,53.9,181,81,126,24.83,,,,,,
male,26.6,183,83,166,24.95,,,,,,
female,41.0,172,66,2,22.19,,,,,,
male,35.6,181,84,109,25.49,,,,,,
male,53.3,198,104,62,26.52,,,,,,
female,58.3,178,76,33,23.99,,,,,,
male,32.4,184,81,14,23.91,,,,,,
male,64.1,181,89,4,27.10,,,,,,
male,61.7,172,79,16,26.89,,,,,,
female,19.7,165,67,12,24.85,,,,,,
female,23.2,160,60,75,23.57,,,,,,
female,19.9,167,63,97,22.70,,,,,,
female,65.4,179,81,8,25.33,,,,,,
male,31.1,169,68,141,23.96,,,,,,
male,37.9,186,93,58,26.70,,,,,,
female,20.5,177,70,20,22.38,,,,,,
male,71.1,192,91,64,24.89,,,,,,
female,38.4,166,66,121,23.69,,,,,,
male,48.9,193,95,9,25.45,,,,,,
male,37.7,179,88,62,27.39,,,,,,
female,37.2,172,71,29,24.15,,,,,,
male,24.2,195,93,41,24.68,,,,,,
male,67.5,191,97,13,26.45,,,,,,
male,73.5,177,77,34,24.37,,,,,,
female,48.4,170,66,142,22.96,,,,,,
female,75.1,158,57,170,22.90,,,,,,
male,21.4,194,98,104,26.04,,,,,,
male,35.2,197,95,10,24.64,,,,,,
male,20.8,162,67,77,25.53,,,,,,
female,56.6,166,71,47,25.76,,,,,,
male,37.8,189,88,38,24.63,,,,,,
female,56.6,169,67,129,23.43,,,,,,
male,23.7,199,99,4,25.07,,,,,,
male,25.1,173,77,106,25.82,,,,,,
male,38.4,177,88,44,28.17,,,,,,
male,45.6,203,107,23,25.95,,,,,,
male,55.4,189,90,54,25.28,,,,,,
male,37.7,190,97,60,26.70,,,,,,
male,33.8,200,106,51,26.42,,,,,,
male,41.8,178,86,14,26.99,,,,,,
male,64.0,184,87,204,25.85,,,,,,
female,44.5,174,68,56,22.63,,,,,,
female,38.2,154,58,47,24.17,,,,,,
male,44.3,184,84,73,24.88,,,,,,
male,21.1,181,83,60,25.23,,,,,,
male,42.3,193,99,18,26.53,,,,,,
male,19.4,177,81,19,25.85,,,,,,
male,24.8,181,82,70,25.08,,,,,,
female,75.2,158,57,61,22.78,,,,,,
male,77.0,190,91,101,25.29,,,,,,
female,35.2,157,51,43,20.54,,,,,,
male,22.1,186,85,53,24.70,,,,,,
male,38.0,185,82,167,24.04,,,,,,
female,30.6,166,65,26,23.59,,,,,,
female,41.1,163,62,93,23.16,,,,,,
male,53.6,167,69,106,24.96,,,,,,
female,68.5,175,74,32,24.14,,,,,,
female,45.4,169,69,36,24.35,,,,,,
male,62.5,174,76,55,25.27,,,,,,
female,25.7,168,72,113,25.50,,,,,,
male,59.2,201,106,32,26.10,,,,,,
male,35.7,183,81,127,24.25,,,,,,
female,44.9,161,61,49,23.46,,,,,,
female,62.9,184,78,45,23.01,,,,,,
female,36.8,172,66,36,22.23,,,,,,
male,33.4,184,83,5,24.61,,,,,,
male,33.0,185,80,52,23.59,,,,,,
female,38.3,175,69,14,22.55,,,,,,
female,30.6,177,71,7,22.65,,,,,,
female,32.7,161,57,180,22.09,,,,,,
male,42.5,188,83,26,23.55,,,,,,
female,28.1,157,54,81,22.03,,,,,,
male,35.2,196,91,45,23.56,,,,,,
female,71.5,177,75,193,24.10,,,,,,
female,70.3,173,71,121,23.84,,,,,,
male,29.0,187,82,161,23.62,,,,,,
female,26.6,160,56,15,21.71,,,,,,
male,66.5,172,77,113,25.88,,,,,,
male,31.2,191,85,35,23.49,,,,,,
female,41.4,172,73,126,24.47,,,,,,
male,46.3,182,81,126,24.50,,,,,,
female,43.0,166,69,124,24.96,,,,,,
female,41.3,176,71,131,23.05,,,,,,
male,44.1,198,98,121,24.85,,,,,,
female,56.8,157,53,32,21.46,,,,,,
female,33.1,172,65,102,21.97,,,,,,
male,59.3,190,94,146,25.97,,,,,,
male,69.4,197,102,177,26.40,,,,,,
female,24.5,162,59,50,22.37,,,,,,
female,57.4,175,69,93,22.57,,,,,,
female,64.1,160,61,49,23.79,,,,,,
female,38.3,151,53,25,22.95,,,,,,
female,19.2,159,54,125,21.57,,,,,,
female,23.4,170,60,167,20.61,,,,,,
male,70.9,183,84,106,24.92,,,,,,
male,67.4,199,99,113,25.21,,,,,,
male,76.6,175,81,167,26.34,,,,,,
male,28.5,178,77,107,24.38,,,,,,
male,49.2,189,82,31,23.10,,,,,,
female,37.5,168,66,26,23.54,,,,,,
male,41.9,187,84,80,23.97,,,,,,
female,67.0,169,71,162,24.84,,,,,,
female,55.5,183,80,112,23.72,,,,,,
male,26.6,177,82,23,26.14,,,,,,
female,26.8,159,57,60,22.40,,,,,,
female,74.2,145,49,183,23.15,,,,,,
female,75.1,171,70,13,23.73,,,,,,
male,24.8,175,74,2,24.05,,,,,,
male,24.0,192,92,16,25.12,,,,,,
female,24.2,156,57,79,23.46,,,,,,
male,52.5,183,84,60,25.12,,,,,,
female,22.4,155,50,168,20.70,,,,,,
male,21.3,195,94,100,24.59,,,,,,
female,42.9,172,67,17,22.71,,,,,,
female,24.3,164,57,166,21.26,,,,,,
female,28.3,175,68,104,22.30,,,,,,
female,26.3,158,56,20,22.50,,,,,,
female,37.6,160,62,34,24.00,,,,,,
male,49.6,201,101,151,25.22,,,,,,
female,49.3,159,57,182,22.32,,,,,,
female,69.2,172,73,47,24.58,,,,,,
female,51.2,179,73,118,22.81,,,,,,
female,73.3,163,64,22,23.92,,,,,,
female,47.8,171,68,146,23.24,,,,,,
female,23.8,168,60,58,21.32,,,,,,
male,50.7,182,84,7,25.19,,,,,,
female,64.1,146,52,155,24.23,,,,,,
female,52.3,140,46,93,23.35,,,,,,
male,38.8,194,95,11,25.24,,,,,,
female,44.0,159,64,64,25.17,,,,,,
male,37.1,178,81,11,25.63,,,,,,
male,34.7,169,75,20,26.31,,,,,,
female,21.7,149,53,42,23.93,,,,,,
female,26.5,169,66,71,22.97,,,,,,
male,30.7,190,89,15,24.60,,,,,,
female,23.2,166,71,38,25.63,,,,,,
female,58.2,157,51,61,20.85,,,,,,
female,34.5,150,51,60,22.67,,,,,,
male,61.6,194,90,185,23.90,,,,,,
female,49.4,174,66,88,21.72,,,,,,
female,31.0,149,55,153,24.83,,,,,,
female,32.2,162,58,128,22.37,,,,,,
male,26.1,191,85,14,23.28,,,,,,
male,21.1,189,89,83,25.00,,,,,,
male,58.7,192,97,241,26.12,,,,,,
female,47.4,180,75,145,23.24,,,,,,
male,45.7,205,100,5,23.87,,,,,,
female,34.0,158,58,60,23.25,,,,,,
male,22.1,192,91,179,24.67,,,,,,
male,51.0,176,77,206,24.67,,,,,,
female,42.7,154,60,6,25.34,,,,,,
female,28.5,150,57,173,25.49,,,,,,
male,32.1,183,84,7,25.23,,,,,,
male,26.9,178,74,10,23.63,,,,,,
female,47.3,171,66,46,22.42,,,,,,
female,27.0,176,78,18,25.06,,,,,,
female,42.6,156,62,76,25.53,,,,,,
male,57.7,177,78,258,24.91,,,,,,
male,56.8,182,87,211,26.43,,,,,,
female,19.2,169,74,150,25.86,,,,,,
male,62.0,196,96,238,24.89,,,,,,
male,28.0,191,85,22,23.14,,,,,,
male,54.8,195,91,45,24.15,,,,,,
male,25.9,191,92,48,25.32,,,,,,
female,25.1,172,67,37,22.61,,,,,,
female,21.4,174,72,167,23.89,,,,,,
male,40.0,196,100,71,26.11,,,,,,
male,71.0,190,98,102,26.96,,,,,,
male,79.2,175,82,14,27.00,,,,,,
female,76.0,173,67,69,22.44,,,,,,
female,41.5,156,64,157,26.41,,,,,,
male,57.4,194,96,44,25.53,,,,,,
female,27.1,152,55,154,23.88,,,,,,
female,27.0,172,69,130,23.11,,,,,,
female,30.6,181,74,107,22.72,,,,,,
female,39.9,168,60,113,21.32,,,,,,
male,34.1,203,106,1,25.71,,,,,,
female,24.7,166,66,182,23.82,,,,,,
female,28.3,161,58,10,22.30,,,,,,
female,65.8,147,50,8,22.88,,,,,,
female,45.2,167,64,155,23.08,,,,,,
male,31.8,192,88,205,23.73,,,,,,
female,75.2,159,58,38,22.90,,,,,,
male,55.5,169,78,92,27.41,,,,,,
female,52.1,164,60,144,22.30,,,,,,
female,77.5,167,66,191,23.64,,,,,,
male,39.8,176,83,29,26.73,,,,,,
male,51.1,192,93,217,25.43,,,,,,
female,27.8,181,72,129,22.17,,,,,,
male,46.2,192,95,134,25.70,,,,,,
female,29.4,162,60,188,22.74,,,,,,
male,48.7,176,77,126,24.77,,,,,,
male,33.7,179,75,17,23.31,,,,,,
male,73.3,206,116,33,27.32,,,,,,
female,23.5,147,45,184,20.70,,,,,,
female,23.0,188,77,126,21.64,,,,,,
male,77.1,190,94,267,26.03,,,,,,
female,19.6,158,55,105,22.03,,,,,,
female,28.5,163,60,204,22.58,,,,,,
female,21.7,146,48,81,22.51,,,,,,
female,70.6,180,78,2,23.97,,,,,,
female,51.2,152,51,27,21.97,,,,,,
male,26.6,197,92,127,23.61,,,,,,
female,68.1,152,54,111,23.23,,,,,,
male,31.0,183,82,25,24.57,,,,,,
female,39.4,172,69,151,23.59,,,,,,
male,24.6,198,96,57,24.67,,,,,,
male,70.1,201,106,15,26.17,,,,,,
male,24.4,179,80,19,24.86,,,,,,
female,20.6,164,56,153,20.93,,,,,,
male,26.7,185,83,24,24.25,,,,,,
female,30.9,127,39,156,24.29,,,,,,
female,60.6,176,72,111,23.15,,,,,,
male,46.5,190,90,5,24.72,,,,,,
male,41.2,208,109,239,25.37,,,,,,
male,26.2,178,83,41,25.97,,,,,,
male,75.7,196,103,148,26.71,,,,,,
female,51.3,176,67,217,21.60,,,,,,
female,71.4,158,60,62,24.03,,,,,,
female,34.9,147,51,12,23.41,,,,,,
male,63.3,189,96,70,26.80,,,,,,
male,23.8,179,73,43,22.99,,,,,,
female,70.3,173,73,72,24.35,,,,,,
female,51.5,176,69,172,22.14,,,,,,
female,59.5,170,74,82,25.63,,,,,,
male,28.7,189,87,70,24.44,,,,,,
male,20.4,189,94,149,26.48,,,,,,
female,28.1,159,60,95,23.65,,,,,,
female,33.8,168,67,65,23.78,,,,,,
male,65.0,180,87,69,26.80,,,,,,
female,57.9,174,72,180,23.68,,,,,,
female,41.3,160,58,126,22.88,,,,,,
male,27.0,189,87,16,24.46,,,,,,
female,43.8,163,66,76,24.89,,,,,,
male,36.9,195,94,52,24.70,,,,,,
female,45.3,157,57,27,23.18,,,,,,
female,65.8,168,65,49,23.07,,,,,,
female,55.0,148,55,11,25.14,,,,,,
male,32.7,177,80,122,25.51,,,,,,
female,21.2,147,51,67,23.77,,,,,,
female,21.3,177,74,63,23.75,,,,,,
female,58.3,169,70,14,24.34,,,,,,
male,40.9,174,72,10,23.75,,,,,,
male,76.2,176,78,222,25.25,,,,,,
male,29.9,177,78,4,24.89,,,,,,
male,50.9,178,79,116,24.94,,,,,,
male,31.7,201,102,20,25.07,,,,,,
male,50.8,174,82,100,26.98,,,,,,
female,62.4,167,65,64,23.16,,,,,,
female,36.3,168,70,154,24.85,,,,,,
male,63.8,185,92,53,26.84,,,,,,
male,36.6,194,93,146,24.67,,,,,,
male,25.3,171,75,159,25.61,,,,,,
male,21.5,193,91,54,24.65,,,,,,
male,54.2,171,68,87,23.25,,,,,,
female,28.7,164,62,169,23.08,,,,,,
male,53.6,184,88,11,26.13,,,,,,
female,34.2,165,62,71,22.69,,,,,,
female,27.6,177,68,8,21.75,,,,,,
male,58.5,199,104,79,26.31,,,,,,
female,34.9,160,57,78,22.58,,,,,,
male,19.0,187,85,80,24.32,,,,,,
female,28.3,166,60,42,21.99,,,,,,
female,32.2,155,57,155,23.50,,,,,,
female,41.8,169,62,37,21.71,,,,,,
male,57.7,177,81,84,25.86,,,,,,
male,25.8,194,91,21,24.18,,,,,,
female,25.6,178,69,42,21.84,,,,,,
female,33.8,166,67,54,24.32,,,,,,
male,35.3,175,81,179,26.45,,,,,,
female,19.6,160,57,152,22.26,,,,,,
male,63.6,181,81,231,24.49,,,,,,
